delta_t,ax,ay,az,gx,gy,gz,qw,qx,qy,qz,lin_ax,lin_ay,lin_az
0.02,0.04,0.06,1.01,-0.0,-0.0,0.02,1.0,0.03,-0.02,-0.07,-0.0,-0.01,0.01
0.02,0.05,0.07,1.0,-0.0,0.01,0.05,1.0,0.03,-0.02,-0.07,0.01,0.0,0.0
0.02,0.05,0.08,1.0,-0.0,0.02,0.03,1.0,0.03,-0.02,-0.07,0.01,0.01,0.0
0.02,0.04,0.07,1.0,-0.0,0.01,0.0,1.0,0.03,-0.02,-0.07,-0.0,-0.0,0.01
0.02,0.04,0.06,1.01,0.0,0.0,0.0,1.0,0.03,-0.02,-0.07,0.0,-0.0,0.01
0.02,0.04,0.07,1.01,-0.0,-0.01,0.0,1.0,0.03,-0.02,-0.07,-0.0,-0.0,0.01
0.02,0.04,0.06,1.0,-0.0,-0.02,-0.0,1.0,0.03,-0.02,-0.07,-0.0,-0.0,0.01
0.02,0.04,0.06,1.0,-0.0,-0.01,-0.0,1.0,0.03,-0.02,-0.07,0.0,-0.0,0.01
0.02,0.04,0.06,1.0,0.0,-0.0,-0.0,1.0,0.03,-0.02,-0.07,0.0,-0.0,0.01
0.02,0.04,0.07,1.0,0.0,0.0,0.0,1.0,0.03,-0.02,-0.07,0.0,-0.0,0.01
0.02,0.04,0.06,1.01,0.0,0.0,0.0,1.0,0.03,-0.02,-0.07,0.0,-0.01,0.01
0.02,0.04,0.06,1.0,0.0,-0.0,0.0,1.0,0.03,-0.02,-0.07,0.0,-0.0,0.01
0.02,0.04,0.07,1.01,0.01,-0.01,-0.0,1.0,0.03,-0.02,-0.07,-0.0,-0.0,0.01
0.02,0.04,0.07,1.01,0.0,-0.01,-0.0,1.0,0.03,-0.02,-0.07,0.0,-0.0,0.01
0.02,0.04,0.06,1.0,0.0,0.0,-0.0,1.0,0.03,-0.02,-0.07,0.0,-0.0,0.01
0.02,0.04,0.06,1.01,0.01,0.0,-0.02,1.0,0.03,-0.02,-0.07,0.0,-0.01,0.01
0.02,0.04,0.06,1.01,0.01,0.0,-0.02,1.0,0.03,-0.02,-0.07,-0.0,-0.01,0.01
0.02,-0.03,-0.05,1.0,-0.0,-0.01,-0.09,1.0,0.03,-0.02,-0.07,-0.07,-0.12,0.01
0.02,0.05,0.08,1.01,-0.0,-0.01,-0.1,1.0,0.03,-0.02,-0.07,0.01,0.01,0.01
0.02,0.03,0.04,1.0,0.0,-0.01,-0.04,1.0,0.03,-0.02,-0.07,-0.01,-0.03,0.01
0.02,0.03,0.04,1.01,-0.0,-0.01,-0.17,1.0,0.03,-0.02,-0.07,-0.01,-0.03,0.01
0.02,0.04,0.08,1.0,0.0,-0.01,-0.14,1.0,0.03,-0.02,-0.07,0.0,0.01,0.0
0.02,0.03,0.07,1.0,-0.0,-0.0,-0.08,1.0,0.03,-0.02,-0.07,-0.01,0.0,0.0
0.02,0.05,0.08,1.0,-0.0,-0.02,-0.12,1.0,0.03,-0.02,-0.07,0.01,0.01,0.01
0.02,0.03,0.05,1.0,-0.01,-0.01,-0.15,1.0,0.03,-0.02,-0.07,-0.01,-0.01,0.01
0.02,0.0,0.04,1.0,-0.0,-0.02,-0.1,1.0,0.03,-0.02,-0.08,-0.04,-0.03,0.01
0.02,-0.02,0.03,1.0,-0.0,0.0,-0.08,1.0,0.03,-0.02,-0.08,-0.06,-0.03,0.01
0.02,-0.05,0.05,1.01,-0.0,0.02,-0.09,1.0,0.03,-0.02,-0.08,-0.09,-0.02,0.01
0.02,-0.02,0.05,1.01,-0.01,0.02,-0.17,1.0,0.03,-0.02,-0.08,-0.06,-0.02,0.01
0.02,0.03,0.09,1.01,-0.0,0.01,-0.25,1.0,0.03,-0.02,-0.08,-0.01,0.02,0.01
0.02,-0.01,0.08,1.0,-0.02,-0.01,-0.05,1.0,0.03,-0.02,-0.08,-0.04,0.01,0.01
0.02,-0.01,0.04,1.01,-0.01,-0.02,-0.02,1.0,0.03,-0.02,-0.08,-0.05,-0.02,0.01
0.02,-0.0,0.05,1.01,0.01,-0.01,-0.05,1.0,0.03,-0.02,-0.08,-0.04,-0.02,0.01
0.02,0.44,-0.35,1.03,-0.02,-0.12,-1.01,1.0,0.03,-0.02,-0.08,0.4,-0.41,0.03
0.02,0.16,0.14,1.0,-0.04,-0.04,-0.69,0.99,0.03,-0.02,-0.1,0.12,0.07,0.01
0.02,-0.19,0.12,1.0,-0.02,0.02,-0.52,0.99,0.03,-0.02,-0.1,-0.22,0.05,0.01
0.02,-0.22,0.29,1.01,0.03,0.11,0.67,0.99,0.03,-0.02,-0.1,-0.26,0.22,0.01
0.02,-0.09,0.27,1.01,0.06,-0.05,0.32,0.99,0.03,-0.02,-0.11,-0.12,0.21,0.01
0.02,-0.06,-0.13,0.96,0.02,-0.38,-0.79,0.99,0.03,-0.02,-0.11,-0.1,-0.2,-0.03
0.02,-0.29,0.24,1.0,0.02,0.01,0.51,0.99,0.03,-0.02,-0.11,-0.33,0.18,0.0
0.02,-0.08,-0.0,1.0,0.04,0.09,0.59,0.99,0.03,-0.02,-0.1,-0.12,-0.07,0.0
0.02,-0.08,0.08,1.03,0.02,0.02,0.17,0.99,0.03,-0.02,-0.1,-0.12,0.02,0.03
0.02,-0.02,0.03,0.97,-0.04,0.05,0.05,0.99,0.03,-0.02,-0.1,-0.05,-0.03,-0.03
0.02,-0.01,0.02,1.03,0.03,0.02,-0.08,0.99,0.03,-0.02,-0.1,-0.04,-0.04,0.03
0.02,0.0,0.06,0.98,-0.01,0.03,-0.09,0.99,0.03,-0.02,-0.1,-0.03,-0.0,-0.02
0.02,-0.07,0.02,1.05,-0.01,-0.03,-0.31,0.99,0.03,-0.02,-0.1,-0.1,-0.04,0.06
0.02,-0.04,0.13,1.03,-0.01,0.07,-0.11,0.99,0.03,-0.02,-0.1,-0.08,0.06,0.03
0.02,-0.1,0.13,1.04,0.02,0.02,0.03,0.99,0.03,-0.02,-0.1,-0.13,0.07,0.04
0.02,-0.05,0.06,0.99,0.01,-0.06,0.14,0.99,0.03,-0.02,-0.1,-0.08,-0.0,-0.0
0.02,-0.03,0.03,0.97,-0.0,-0.01,0.02,0.99,0.03,-0.02,-0.1,-0.07,-0.04,-0.03
0.02,0.04,0.03,1.01,0.0,0.02,0.07,0.99,0.03,-0.02,-0.1,0.01,-0.03,0.01
0.02,0.01,0.09,1.03,-0.0,0.16,0.25,0.99,0.03,-0.02,-0.1,-0.03,0.03,0.03
0.02,-0.09,0.14,1.05,-0.02,0.18,0.37,0.99,0.03,-0.02,-0.1,-0.12,0.07,0.05
0.02,-0.04,0.08,0.98,0.04,-0.04,0.47,0.99,0.03,-0.02,-0.09,-0.07,0.01,-0.02
0.02,-0.03,0.06,1.07,0.01,0.1,0.46,1.0,0.03,-0.02,-0.09,-0.06,-0.0,0.07
0.02,0.04,0.03,0.98,0.01,0.1,0.43,1.0,0.03,-0.02,-0.09,0.01,-0.03,-0.02
0.02,0.02,0.04,1.02,-0.03,0.04,0.29,1.0,0.03,-0.02,-0.08,-0.01,-0.03,0.02
0.02,-0.02,0.04,0.96,-0.0,0.04,0.12,1.0,0.03,-0.02,-0.08,-0.05,-0.03,-0.03
0.02,-0.05,0.07,0.97,-0.01,-0.01,0.24,1.0,0.03,-0.02,-0.08,-0.08,0.0,-0.03
0.02,-0.06,0.05,1.02,-0.03,0.02,0.09,1.0,0.03,-0.02,-0.08,-0.09,-0.02,0.03
0.02,0.07,0.08,0.97,0.02,-0.03,0.05,1.0,0.03,-0.02,-0.08,0.04,0.01,-0.03
0.02,0.11,-0.0,0.95,-0.02,0.03,0.06,1.0,0.03,-0.02,-0.08,0.08,-0.07,-0.05
0.02,0.04,0.04,1.05,0.01,-0.04,0.22,1.0,0.03,-0.02,-0.07,0.01,-0.02,0.05
0.02,0.12,0.08,0.98,0.04,-0.01,0.52,1.0,0.03,-0.02,-0.07,0.09,0.02,-0.01
0.02,0.1,0.08,0.92,0.05,0.02,0.4,1.0,0.03,-0.02,-0.07,0.07,0.01,-0.08
0.02,0.13,0.05,0.97,0.02,-0.18,0.36,1.0,0.03,-0.02,-0.06,0.1,-0.01,-0.03
0.02,0.06,0.1,1.02,0.0,-0.02,0.17,1.0,0.03,-0.02,-0.06,0.03,0.04,0.02
0.02,0.05,0.09,0.97,-0.01,0.03,-0.1,1.0,0.03,-0.02,-0.06,0.02,0.02,-0.02
0.02,0.08,0.12,0.99,-0.04,0.01,-0.01,1.0,0.03,-0.02,-0.06,0.05,0.05,-0.01
0.02,0.09,0.13,1.07,0.01,0.13,0.26,1.0,0.03,-0.02,-0.06,0.05,0.07,0.07
0.02,0.06,0.09,1.0,0.02,0.07,0.68,1.0,0.03,-0.02,-0.06,0.03,0.02,0.0
0.02,0.09,0.07,1.0,0.06,0.06,0.54,1.0,0.03,-0.02,-0.05,0.06,0.0,0.0
0.02,0.08,0.12,1.01,0.05,-0.01,0.49,1.0,0.03,-0.02,-0.05,0.05,0.05,0.02
0.02,0.04,0.04,0.96,0.03,0.01,0.46,1.0,0.03,-0.02,-0.04,0.01,-0.03,-0.04
0.02,0.01,0.06,1.02,0.02,-0.03,0.5,1.0,0.03,-0.02,-0.04,-0.02,-0.01,0.02
0.02,0.02,0.03,0.94,0.0,0.05,0.53,1.0,0.03,-0.02,-0.03,-0.02,-0.03,-0.06
0.02,0.11,0.06,0.96,-0.02,0.08,0.44,1.0,0.03,-0.02,-0.03,0.08,-0.0,-0.04
0.02,0.05,0.11,0.99,0.03,0.02,0.35,1.0,0.03,-0.02,-0.02,0.02,0.04,-0.01
0.02,0.06,0.09,1.05,-0.01,0.03,0.48,1.0,0.03,-0.02,-0.02,0.02,0.03,0.05
0.02,-0.01,0.04,0.98,-0.02,0.01,0.22,1.0,0.03,-0.02,-0.02,-0.04,-0.03,-0.02
0.02,0.03,0.03,0.99,0.01,-0.04,0.06,1.0,0.03,-0.02,-0.02,-0.0,-0.04,-0.0
0.02,0.01,0.11,1.03,-0.02,0.05,0.44,1.0,0.03,-0.02,-0.01,-0.03,0.04,0.04
0.02,-0.04,0.08,1.02,0.03,0.03,0.34,1.0,0.03,-0.02,-0.01,-0.08,0.01,0.03
0.02,0.08,0.08,0.97,0.0,-0.03,0.49,1.0,0.03,-0.02,-0.01,0.05,0.01,-0.02
0.02,0.01,0.06,1.04,0.03,0.05,0.44,1.0,0.03,-0.02,-0.0,-0.02,-0.01,0.05
0.02,0.07,0.09,0.99,0.03,0.01,0.45,1.0,0.03,-0.02,0.0,0.03,0.02,-0.0
0.02,0.24,0.01,0.96,-0.07,-0.05,0.21,1.0,0.03,-0.02,0.01,0.21,-0.05,-0.04
0.02,0.0,0.09,1.04,0.03,-0.03,0.23,1.0,0.03,-0.02,0.01,-0.03,0.02,0.04
0.02,0.09,0.06,0.95,-0.05,0.13,0.35,1.0,0.03,-0.02,0.01,0.06,-0.01,-0.05
0.02,0.07,0.08,0.94,-0.02,-0.04,0.54,1.0,0.03,-0.02,0.02,0.03,0.01,-0.06
0.02,0.12,0.01,0.93,-0.01,-0.02,0.83,1.0,0.03,-0.02,0.02,0.09,-0.05,-0.06
0.02,0.05,0.07,0.99,0.05,-0.01,0.51,1.0,0.03,-0.02,0.03,0.01,0.0,-0.0
0.02,-0.02,0.16,1.05,0.04,0.01,0.35,1.0,0.03,-0.02,0.03,-0.05,0.1,0.05
0.02,0.19,0.01,0.95,-0.02,0.08,0.11,1.0,0.03,-0.02,0.03,0.15,-0.06,-0.05
0.02,0.22,0.06,0.99,-0.0,0.03,0.02,1.0,0.03,-0.02,0.03,0.18,-0.0,-0.01
0.02,0.07,0.08,0.98,-0.02,0.04,-0.57,1.0,0.03,-0.02,0.03,0.03,0.02,-0.02
0.02,0.01,0.03,0.94,-0.01,-0.1,-0.53,1.0,0.03,-0.02,0.03,-0.03,-0.04,-0.06
0.02,-0.09,0.14,1.0,-0.01,-0.06,-0.13,1.0,0.03,-0.02,0.02,-0.13,0.07,0.0
0.02,-0.02,0.35,1.0,-0.01,0.12,0.44,1.0,0.03,-0.02,0.02,-0.06,0.28,0.01
0.02,0.04,0.03,1.04,0.05,0.1,0.98,1.0,0.03,-0.02,0.03,0.0,-0.03,0.04
0.02,0.19,-0.02,1.01,0.04,0.0,0.51,1.0,0.03,-0.02,0.04,0.15,-0.09,0.01
0.02,0.15,-0.04,1.06,0.05,-0.02,0.12,1.0,0.03,-0.02,0.04,0.11,-0.1,0.06
0.02,0.07,-0.0,1.0,-0.04,0.08,-0.15,1.0,0.03,-0.02,0.04,0.03,-0.07,0.01
0.02,0.02,0.07,0.99,-0.06,0.1,-0.05,1.0,0.03,-0.02,0.04,-0.02,0.0,-0.0
0.02,0.01,0.07,1.0,-0.02,0.03,-0.21,1.0,0.03,-0.02,0.04,-0.02,0.0,0.0
0.02,0.18,0.07,1.0,0.04,-0.05,-0.24,1.0,0.03,-0.02,0.04,0.14,0.01,-0.0
0.02,0.04,0.06,0.97,-0.02,-0.06,-0.1,1.0,0.03,-0.02,0.04,0.0,-0.01,-0.02
0.02,0.08,0.06,0.98,0.02,-0.06,0.01,1.0,0.03,-0.02,0.04,0.04,-0.0,-0.01
0.02,0.03,0.08,1.01,0.05,-0.05,0.16,1.0,0.03,-0.02,0.04,-0.01,0.02,0.02
0.02,0.12,0.07,1.02,0.01,0.01,0.14,1.0,0.03,-0.02,0.04,0.08,0.01,0.02
0.02,0.09,0.04,0.99,-0.01,0.02,-0.15,1.0,0.03,-0.02,0.04,0.05,-0.03,-0.01
0.02,0.07,0.06,0.98,-0.04,-0.01,-0.07,1.0,0.03,-0.02,0.04,0.03,-0.01,-0.01
0.02,-0.01,0.06,0.99,0.0,-0.05,0.01,1.0,0.03,-0.02,0.04,-0.05,-0.01,-0.01
0.02,0.09,0.06,1.0,-0.02,-0.01,0.13,1.0,0.03,-0.02,0.04,0.05,-0.01,0.0
0.02,0.04,0.05,0.99,0.01,0.03,0.11,1.0,0.03,-0.02,0.04,0.0,-0.02,-0.0
0.02,0.08,0.04,1.01,-0.02,0.02,0.13,1.0,0.03,-0.02,0.04,0.04,-0.03,0.02
0.02,0.12,0.01,1.02,-0.03,-0.01,-0.51,1.0,0.03,-0.02,0.04,0.08,-0.06,0.03
0.02,0.14,0.07,1.0,-0.01,-0.02,-0.43,1.0,0.03,-0.02,0.03,0.1,0.01,0.0
0.02,0.08,0.07,1.0,-0.02,-0.02,-0.41,1.0,0.03,-0.02,0.03,0.04,0.01,0.0
0.02,0.03,0.08,1.0,-0.01,-0.01,-0.39,1.0,0.03,-0.02,0.03,-0.01,0.01,0.01
0.02,0.05,0.09,1.0,-0.02,0.0,-0.27,1.0,0.03,-0.02,0.02,0.01,0.03,0.01
0.02,0.09,0.05,1.0,-0.0,0.01,-0.15,1.0,0.03,-0.02,0.02,0.05,-0.02,0.01
0.02,0.08,0.02,1.0,-0.0,0.01,-0.07,1.0,0.03,-0.02,0.02,0.04,-0.05,0.0
0.02,0.04,0.06,1.0,-0.0,0.01,-0.01,1.0,0.03,-0.02,0.02,-0.0,-0.01,0.01
0.02,0.03,0.07,1.0,0.0,0.0,-0.0,1.0,0.03,-0.02,0.02,-0.01,0.0,0.0
0.02,0.02,0.08,1.0,0.01,-0.02,-0.03,1.0,0.03,-0.02,0.02,-0.02,0.01,0.01
0.02,-0.01,0.07,1.0,0.0,-0.01,0.03,1.0,0.03,-0.02,0.02,-0.05,0.01,0.01
0.02,-0.03,0.05,1.01,0.02,0.01,0.18,1.0,0.03,-0.02,0.02,-0.07,-0.02,0.01
0.02,0.06,0.04,0.99,-0.0,0.01,-0.03,1.0,0.03,-0.02,0.02,0.02,-0.03,-0.0
0.02,0.1,0.07,1.0,0.01,-0.01,0.01,1.0,0.03,-0.02,0.02,0.06,0.0,0.0
0.02,0.08,0.06,1.0,0.01,-0.02,-0.04,1.0,0.03,-0.02,0.02,0.04,-0.0,0.0
0.02,0.04,0.06,1.0,0.01,-0.01,0.0,1.0,0.03,-0.02,0.02,-0.0,-0.0,0.0
0.02,0.04,0.07,1.01,0.0,0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,-0.0,0.01
0.02,0.04,0.07,1.0,-0.0,0.01,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.0
0.02,0.04,0.07,1.0,-0.0,0.01,-0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.03,0.06,1.0,0.0,0.01,0.0,1.0,0.03,-0.02,0.02,-0.0,-0.0,0.0
0.02,0.03,0.06,1.0,0.0,0.01,0.01,1.0,0.03,-0.02,0.02,-0.01,-0.0,0.01
0.02,0.04,0.06,1.0,0.0,0.01,0.02,1.0,0.03,-0.02,0.02,-0.0,-0.0,0.0
0.02,0.03,0.06,1.0,0.0,0.0,0.01,1.0,0.03,-0.02,0.02,-0.01,-0.0,0.0
0.02,0.03,0.07,1.0,0.01,-0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.0
0.02,0.03,0.07,1.0,0.0,-0.0,0.0,1.0,0.03,-0.02,0.02,-0.01,-0.0,0.0
0.02,0.03,0.07,1.0,0.0,-0.01,0.0,1.0,0.03,-0.02,0.02,-0.01,0.01,0.0
0.02,0.03,0.07,1.0,0.0,-0.01,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.04,0.05,1.0,-0.0,-0.01,0.01,1.0,0.03,-0.02,0.02,-0.0,-0.01,0.01
0.02,0.03,0.07,1.0,-0.0,0.0,0.04,1.0,0.03,-0.02,0.02,-0.01,0.0,0.0
0.02,0.04,0.06,1.0,-0.0,0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,-0.0,0.01
0.02,0.03,0.07,1.0,-0.0,0.01,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.03,0.06,1.0,-0.0,0.0,-0.0,1.0,0.03,-0.02,0.02,-0.01,-0.0,0.0
0.02,0.03,0.06,1.0,0.0,-0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,-0.0,0.01
0.02,0.03,0.07,1.0,0.0,-0.0,-0.0,1.0,0.03,-0.02,0.02,-0.01,0.0,0.0
0.02,0.03,0.06,1.0,0.0,-0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,-0.0,0.0
0.02,0.04,0.06,1.0,0.0,0.0,0.01,1.0,0.03,-0.02,0.02,-0.0,-0.0,0.0
0.02,0.04,0.07,1.0,0.01,-0.0,0.0,1.0,0.03,-0.02,0.02,0.0,0.0,0.0
0.02,0.04,0.07,1.0,0.0,0.0,0.01,1.0,0.03,-0.02,0.02,-0.0,0.0,0.0
0.02,0.04,0.06,1.0,-0.0,0.01,0.02,1.0,0.03,-0.02,0.02,-0.0,-0.0,0.01
0.02,0.03,0.07,1.0,-0.0,0.01,0.01,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.03,0.07,1.0,-0.0,0.01,0.01,1.0,0.03,-0.02,0.02,-0.01,0.0,0.0
0.02,0.03,0.06,1.0,0.0,-0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,-0.0,0.01
0.02,0.03,0.07,1.01,0.0,-0.0,-0.0,1.0,0.03,-0.02,0.02,-0.01,0.0,0.01
0.02,0.04,0.06,1.0,0.0,0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,-0.0,0.01
0.02,0.03,0.07,1.0,0.0,0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.03,0.06,1.0,-0.0,0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,-0.0,0.01
0.02,0.03,0.07,1.0,-0.0,0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.03,0.06,1.0,0.0,-0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,-0.0,0.01
0.02,0.04,0.07,1.0,0.0,0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.04,0.07,1.0,-0.0,0.01,0.01,1.0,0.03,-0.02,0.02,0.0,0.0,0.01
0.02,0.03,0.06,1.0,-0.0,0.01,0.02,1.0,0.03,-0.02,0.02,-0.0,-0.0,0.0
0.02,0.05,0.04,1.0,0.01,-0.0,0.08,1.0,0.03,-0.02,0.02,0.02,-0.03,0.0
0.02,0.03,0.07,1.0,0.0,0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.0
0.02,0.03,0.06,1.0,0.0,-0.01,-0.0,1.0,0.03,-0.02,0.02,-0.0,-0.0,0.0
0.02,0.03,0.06,1.0,0.0,-0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,-0.0,0.01
0.02,0.03,0.06,1.0,0.0,-0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,-0.0,0.01
0.02,0.04,0.06,1.0,0.0,0.0,0.0,1.0,0.03,-0.02,0.02,0.0,-0.0,0.0
0.02,0.03,0.07,1.0,-0.0,0.01,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.04,0.06,1.0,0.0,0.01,0.0,1.0,0.03,-0.02,0.02,-0.0,-0.0,0.01
0.02,0.03,0.06,1.0,0.0,0.01,0.01,1.0,0.03,-0.02,0.02,-0.0,-0.0,0.01
0.02,0.03,0.07,1.0,-0.0,0.01,0.0,1.0,0.03,-0.02,0.02,-0.01,0.0,0.0
0.02,0.03,0.07,1.01,0.0,0.0,0.0,1.0,0.03,-0.02,0.02,-0.01,0.0,0.01
0.02,0.03,0.07,1.0,0.0,0.01,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.04,0.06,1.0,-0.0,0.0,0.0,1.0,0.03,-0.02,0.02,0.0,-0.0,0.0
0.02,0.03,0.07,1.0,0.0,0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.0
0.02,0.03,0.06,1.0,0.0,-0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,-0.0,0.01
0.02,0.03,0.06,1.0,-0.0,0.0,-0.0,1.0,0.03,-0.02,0.02,-0.01,-0.0,0.0
0.02,0.03,0.06,1.01,0.0,0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,-0.0,0.01
0.02,0.03,0.06,1.0,-0.0,0.01,0.01,1.0,0.03,-0.02,0.02,-0.0,-0.0,0.01
0.02,0.03,0.07,1.0,0.0,0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.04,0.06,1.0,0.0,0.0,0.0,1.0,0.03,-0.02,0.02,0.0,-0.0,0.01
0.02,0.03,0.07,1.0,0.0,0.0,-0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.03,0.07,1.0,0.0,0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.03,0.07,1.0,0.0,0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.0
0.02,0.04,0.06,1.0,0.0,0.0,0.0,1.0,0.03,-0.02,0.02,0.0,0.0,0.01
0.02,0.03,0.07,1.0,0.0,0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.03,0.07,1.0,0.0,-0.0,0.0,1.0,0.03,-0.02,0.02,0.0,0.0,0.0
0.02,0.04,0.06,1.0,0.01,0.0,0.0,1.0,0.03,-0.02,0.02,0.0,-0.0,0.01
0.02,0.03,0.07,1.0,0.0,-0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.03,0.07,1.01,0.0,0.0,0.0,1.0,0.03,-0.02,0.02,0.0,0.0,0.01
0.02,0.03,0.07,1.0,0.0,-0.0,-0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.03,0.06,1.0,-0.0,0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,-0.0,0.0
0.02,0.04,0.06,1.01,0.0,0.0,0.0,1.0,0.03,-0.02,0.02,0.0,0.0,0.01
0.02,0.04,0.06,1.0,0.0,0.0,0.0,1.0,0.03,-0.02,0.02,0.0,-0.0,0.0
0.02,0.04,0.06,1.01,0.0,-0.01,-0.0,1.0,0.03,-0.02,0.02,0.0,0.0,0.01
0.02,0.03,0.06,1.0,-0.0,0.0,-0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.03,0.06,1.0,0.0,0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,-0.0,0.0
0.02,0.03,0.07,1.01,0.0,-0.0,-0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.03,0.06,1.0,-0.0,0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.0
0.02,0.03,0.07,1.0,-0.0,0.0,-0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.03,0.06,1.0,0.0,0.0,0.0,1.0,0.03,-0.02,0.02,0.0,-0.0,0.01
0.02,0.03,0.07,1.0,0.0,0.0,-0.0,1.0,0.03,-0.02,0.02,0.0,0.0,0.0
0.02,0.03,0.06,1.0,0.0,-0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.03,0.07,1.0,0.0,-0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.03,0.06,1.0,0.01,-0.0,-0.0,1.0,0.03,-0.02,0.02,0.0,-0.0,0.0
0.02,0.03,0.06,1.0,0.0,0.0,0.0,1.0,0.03,-0.02,0.02,0.0,0.0,0.01
0.02,0.03,0.07,1.0,-0.0,0.0,-0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.03,0.06,1.0,-0.0,0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,-0.0,0.0
0.02,0.03,0.07,1.0,0.0,-0.0,0.0,1.0,0.03,-0.02,0.02,0.0,0.0,0.01
0.02,0.03,0.06,1.0,0.0,-0.0,-0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.0
0.02,0.04,0.06,1.01,-0.0,-0.0,0.0,1.0,0.03,-0.02,0.02,0.0,0.0,0.01
0.02,0.03,0.07,1.0,0.0,0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.0
0.02,0.03,0.07,1.0,0.0,-0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.0
0.02,0.03,0.07,1.0,0.0,-0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.0
0.02,0.03,0.07,1.0,0.0,0.0,-0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.03,0.06,1.0,0.0,0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.03,0.06,1.0,-0.0,0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.03,0.07,1.0,-0.0,0.0,0.0,1.0,0.03,-0.02,0.02,0.0,0.0,0.01
0.02,0.03,0.07,1.0,0.0,-0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.03,0.06,1.0,-0.0,0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.04,0.06,1.0,-0.0,0.0,-0.0,1.0,0.03,-0.02,0.02,0.0,-0.0,0.01
0.02,0.03,0.07,1.0,-0.0,0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.01
0.02,0.03,0.06,1.0,0.01,-0.0,0.0,1.0,0.03,-0.02,0.02,-0.0,0.0,0.0
0.02,0.03,0.07,1.0,0.0,-0.0,-0.0,1.0,0.03,-0.02,0.02,0.0,0.0,0.0
0.02,0.03,0.06,1.0,-0.0,-0.0,-0.0,1.0,0.03,-0.02,0.02,-0.0,-0.0,0.0
0.02,0.04,0.07,1.0,-0.0,0.01,0.0,1.0,0.03,-0.02,0.02,0.0,0.0,0.01
